,lpt odds,r1 spread,r1 pup,r2 spread,r2 pup,enhanced_markov,r1_0,r1_1,r1_2,r1_3,r2_0,r2_1,r2_2,r2_3
2018-07-11 12:08:10,0.9076400788989945,0.0103221981161315,0.7980249467998788,0.1904326992450363,0.27804594424432627,0.7281701490572396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-07-11 12:08:15,0.9086900127131521,0.010561764189020278,0.7979104044099615,0.1808128889139213,0.2780498219630053,0.7281701490572396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-07-11 12:08:20,0.9097399465273096,0.011067325385538092,0.7978911717422116,0.16942564691870027,0.27778758457283503,0.7281701490572396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-07-11 12:08:25,0.9107898803414671,0.011072773847465113,0.835932548241561,0.15632744788551575,0.2699206490932233,0.7281701490572396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-07-11 12:08:30,0.9118398141556248,0.010098300520243516,0.9902690700633489,0.14158214871733252,0.25429057628497453,0.7281701490572396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-07-11 12:08:35,0.9126748328612502,0.01056224170925374,0.839205442357685,0.1275119467723899,0.23262407656901596,0.7281701490572396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-07-11 12:08:40,0.9132610508757297,0.010691134841923487,0.7532779709998022,0.11815925988496528,0.20709958236008827,0.7281701490572396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-07-11 12:08:45,0.9132610508757297,0.01069921387770118,0.6846904667512489,0.1374121664340809,0.21449461892067911,0.7281701490572396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-07-11 12:08:50,0.9132610508757297,0.010707305132982611,0.6153920465716854,0.16040138815234506,0.20924815554764217,0.7281701490572396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-07-11 12:08:55,0.9132610508757297,0.011476571471594824,0.4797993686152646,0.17747396294399923,0.2632685860718762,0.7281701490572396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
