,lpt odds,r1 spread,r1 pup,r2 spread,r2 pup,r1_setscore,r2_setscore
2018-07-09 17:55:20,0.1255060728744939,0.025316455696202552,0.6071740695044212,0.0,0.8397654592032354,3.0,3.0
2018-07-09 17:55:22,0.1255060728744939,0.025316455696202552,0.6071740695044212,0.0,0.8397569582668746,3.0,3.0
2018-07-09 17:55:24,0.1255060728744939,0.025316455696202552,0.6071740695044212,0.0,0.8397399536878605,3.0,3.0
2018-07-09 17:55:26,0.1255060728744939,0.025316455696202552,0.6071740695044212,0.0,0.8397208192221145,3.0,3.0
2018-07-09 17:55:28,0.1255060728744939,0.025316455696202552,0.6071740695044212,0.0,0.8396585846656056,3.0,3.0
2018-07-09 17:55:30,0.1255060728744939,0.025316455696202552,0.605700842016866,0.0,0.8395076525375282,3.0,3.0
2018-07-09 17:55:32,0.1255060728744939,0.02536119825034244,0.6027823890067645,0.0,0.8393989621138578,3.0,3.0
2018-07-09 17:55:34,0.1255060728744939,0.025506625205052775,0.6011422989594521,0.0,0.8393095846280929,3.0,3.0
2018-07-09 17:55:36,0.1255060728744939,0.025719209863449638,0.6003430554245583,0.0,0.8392232709893184,3.0,3.0
2018-07-09 17:55:38,0.1255060728744939,0.02597884743725167,0.6009166408136897,0.0,0.8376329297357514,3.0,3.0
2018-07-09 17:55:40,0.1255060728744939,0.026272749556963893,0.6054412876591251,0.0,0.836296197661671,3.0,3.0
2018-07-09 17:55:42,0.1255060728744939,0.02659239364700417,0.6105068086394947,0.0,0.83515421610566,3.0,3.0
2018-07-09 17:55:44,0.12552792403487792,0.026931881184077668,0.6159471093849811,0.0,0.8341650278976007,3.0,3.0
2018-07-09 17:55:46,0.12557162635564595,0.02728699997788734,0.6216447187000773,0.0,0.8332815952894898,3.0,3.0
2018-07-09 17:55:48,0.125615328676414,0.027654661747923224,0.6275147240096174,0.0,0.8324278553189193,3.0,3.0
2018-07-09 17:55:50,0.12565903099718206,0.02803255071878692,0.6334946501687942,0.0,0.8316720711084984,3.0,3.0
2018-07-09 17:55:52,0.12587988086727006,0.028418896301483015,0.6395378675337985,0.0,0.8309980414666386,3.0,3.0
2018-07-09 17:55:54,0.126131992069591,0.028729002022480323,0.645079088091619,0.0,0.830392951200192,3.0,3.0
2018-07-09 17:55:56,0.12638410327191194,0.028790686935279565,0.6473484487892567,0.0,0.8297914736395506,3.0,3.0
2018-07-09 17:55:58,0.12663621447423284,0.028641012521431027,0.6468948579409995,0.0,0.829164153386114,3.0,3.0
2018-07-09 17:56:00,0.12688832567655378,0.02830985070045187,0.6440417469575322,0.0,0.8285440353204142,3.0,3.0
